"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-09",3.51724137931034,3.63333333333333,12.9333333333333,2.75,-0.03125,0.655172413793103
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-10",3,4.7741935483871,10,-0.785714285714286,0.09375,0.758620689655172
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-11",1.6551724137931,4.38709677419355,5.52941176470588,-1.75,-0.375,1.24137931034483
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-12",-0.3,9.83870967741935,-3,-3.67857142857143,-1.5625,1.48275862068966
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-13",1.45161290322581,11.59375,17.0666666666667,-0.785714285714286,-3.125,1.3448275862069
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-14",-4.15625,9.59375,3.47619047619048,-7.62962962962963,-1.62068965517241,2.4
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-15",1.06896551724138,10.7586206896552,17.952380952381,-1.38461538461538,-3.10344827586207,1.33333333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-16",-0.448275862068966,18,10.8,-9.28571428571429,-8.0625,3.68965517241379
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-17",-10.6,19.7,3.94117647058824,-19.6071428571429,-13.0625,6.37931034482759
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-18",-13.8333333333333,21.258064516129,9.75,-24.2142857142857,-19.46875,8.96428571428571
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-19",-12.90625,23.4193548387097,24.8571428571429,-23.3571428571429,-23.3125,9.57142857142857
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-20",-20.46875,10.40625,27.1333333333333,-26.1071428571429,-24.5625,10.3571428571429
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-21",-42.25,8.125,18.9,-32.8214285714286,-23.3448275862069,10.0833333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-22",-45.5172413793103,-9.48275862068965,37.9444444444444,-23.5,-27.4827586206897,7.85714285714286
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-23",-41.8387096774194,-7.38709677419355,-5.53333333333333,-42.551724137931,-42.84375,15.5
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-24",-71.1875,-23.1612903225806,-23.0555555555556,-58.6129032258064,-58.59375,22.2380952380952
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-25",-73.7096774193548,-26.75,-28.2857142857143,-61.9677419354839,-65.3125,25.25
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-26",-75.1875,-28.375,-27.6818181818182,-63.2258064516129,-67,26.1875
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-27",-76.09375,-28.59375,-36.6363636363636,-65.0967741935484,-67.34375,27.1875
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-28",-82,-34.59375,-41.6363636363636,-66.9655172413793,-57.2666666666667,19.8
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-29",-81.9310344827586,-41.2903225806452,-32.3636363636364,-61.6666666666667,-53.6551724137931,15
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-30",-71.8064516129032,-29.75,-21.7777777777778,-62.7096774193548,-68.84375,24.8125
NA,NA,"Scotland",NA,NA,NA,NA,"2020-03-31",-73.03125,-27.40625,-22.5,-63.1,-69.46875,25.5
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-01",-73.8666666666667,-28.9375,-28,-65.1290322580645,-69.25,26.3125
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-02",-74.6333333333333,-30,-34.6521739130435,-67.3548387096774,-69.65625,27.0625
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-03",-76.21875,-29,-36.6818181818182,-66.3225806451613,-68.34375,27.375
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-04",-81.1290322580645,-33.125,-39.3478260869565,-64.9310344827586,-57.1333333333333,19.4
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-05",-79.8275862068966,-38.741935483871,-27.9090909090909,-59.2222222222222,-52.5862068965517,14.8
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-06",-72.4230769230769,-28.7241379310345,-21.3529411764706,-62.8064516129032,-69.03125,24.875
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-07",-71.8076923076923,-26.0344827586207,-14,-59.6666666666667,-69.375,25.3125
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-08",-72.9259259259259,-26.6551724137931,-23.85,-60.9032258064516,-69.3125,25.75
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-09",-72.037037037037,-23,-31.3913043478261,-61.8387096774194,-69.53125,26.3125
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-10",-74.1785714285714,-27.551724137931,-25,-62.741935483871,-72.65625,28.3076923076923
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-11",-79,-27.1724137931034,-29.4545454545455,-60.8275862068966,-56.4,18.6666666666667
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-12",-81.7826086956522,-41.3448275862069,-34.6363636363636,-57.4230769230769,-53.3793103448276,15.2
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-13",-75.6923076923077,-36.5172413793103,-16.0625,-63.9,-76.28125,27.8333333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-14",-70.5769230769231,-25.8620689655172,-19.0588235294118,-60.8333333333333,-68.90625,25.1875
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-15",-71.0740740740741,-25.6896551724138,-8,-59.7333333333333,-68.625,25.75
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-16",-71.6666666666667,-26.5172413793103,-22.2857142857143,-60.9677419354839,-68.5,26.5
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-17",-72.4285714285714,-26.6206896551724,-25.5238095238095,-60.9354838709677,-67.53125,27
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-18",-77.6071428571429,-28.2413793103448,-21.5909090909091,-57.6206896551724,-53.0689655172414,18
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-19",-76.5,-33.2068965517241,-9.27272727272727,-52.44,-48.5172413793103,14
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-20",-68.8076923076923,-26.5172413793103,-1.8125,-55.2333333333333,-65.90625,23.875
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-21",-69.2592592592593,-24.2068965517241,-2.58823529411765,-56.5666666666667,-66.53125,24.2352941176471
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-22",-69.5,-25.4137931034483,-5.16666666666667,-56.2333333333333,-66.3125,25
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-23",-68.75,-23.448275862069,-3.94444444444444,-55.1290322580645,-66.125,25.5
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-24",-70,-23.2413793103448,-7.6,-56.2903225806452,-65.25,25.625
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-25",-75.5714285714286,-25.2758620689655,-16.9047619047619,-54.4827586206897,-51.2,17
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-26",-74.5,-31.8275862068966,-17.1363636363636,-51.6,-47.3793103448276,13.8
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-27",-66.3846153846154,-25.7586206896552,-16,-55.6333333333333,-65.125,23.3333333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-28",-67.4444444444444,-24.6551724137931,-13.5882352941176,-55.4666666666667,-65.65625,22.2352941176471
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-29",-69.5714285714286,-26.8620689655172,-29.8636363636364,-58.741935483871,-65.1875,25.2352941176471
NA,NA,"Scotland",NA,NA,NA,NA,"2020-04-30",-68.8214285714286,-22.6206896551724,-24,-59.0645161290323,-65.34375,25.3529411764706
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-01",-69.5714285714286,-23.6206896551724,-14.952380952381,-57.3870967741936,-64.375,25.5
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-02",-74.3571428571429,-24.3793103448276,-14.952380952381,-53.8275862068966,-49.6333333333333,17.1666666666667
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-03",-72.9583333333333,-30.551724137931,-13.3809523809524,-48.48,-44.8965517241379,13.2
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-04",-65.7307692307692,-24.7586206896552,-2.46666666666667,-54.0333333333333,-65.1875,23.1764705882353
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-05",-65.1153846153846,-21.0689655172414,6.73333333333333,-52.2666666666667,-63.65625,22.7777777777778
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-06",-65.7407407407407,-19.1724137931034,12.2857142857143,-51.4137931034483,-63.5,22.9444444444444
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-07",-64.1785714285714,-16.8965517241379,1.5,-53.0322580645161,-63.8125,23.6111111111111
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-08",-68.1428571428571,-21.9310344827586,-9.38888888888889,-57.1290322580645,-68.5,25.875
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-09",-73.75,-23.8620689655172,-18.7727272727273,-54.9310344827586,-49.1333333333333,16.6666666666667
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-10",-73.3333333333333,-29.7241379310345,-29.1363636363636,-54.8076923076923,-44.2758620689655,13.6
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-11",-63.1153846153846,-21.3103448275862,0.428571428571429,-51.5666666666667,-62.5,22.2631578947368
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-12",-64.3076923076923,-20.5172413793103,-12.6666666666667,-55.3333333333333,-62.5625,23.4210526315789
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-13",-64.3703703703704,-19.2758620689655,-3.8125,-52.5172413793103,-62.09375,23.3684210526316
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-14",-63.7931034482759,-19.1379310344828,-5.5,-53.7096774193548,-62.28125,22.5263157894737
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-15",-65.8965517241379,-19.8965517241379,-10.1904761904762,-54.5161290322581,-61.375,23.8333333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-16",-72.0689655172414,-21.8275862068966,-15.8095238095238,-53.7857142857143,-46.3103448275862,16.5714285714286
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-17",-72.8214285714286,-30.5862068965517,-39.25,-57.1111111111111,-42.8620689655172,13.8
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-18",-61.9285714285714,-21.0344827586207,-3.25,-52.9,-61.15625,22.1578947368421
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-19",-61.5862068965517,-18.551724137931,3.11764705882353,-52.7,-61.03125,22.5789473684211
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-20",-61.25,-16.3103448275862,28.4615384615385,-49.0344827586207,-60.5,22.2
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-21",-61.2413793103448,-16.448275862069,7.93333333333333,-50.9677419354839,-60.78125,22.95
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-22",-65.7931034482759,-20.5172413793103,-35.695652173913,-59.3225806451613,-60.5625,24.7222222222222
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-23",-74.1034482758621,-25.6551724137931,-52.56,-64.7241379310345,-46.7241379310345,17.8571428571429
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-24",-67.5357142857143,-25.9310344827586,-9.38095238095238,-48.3076923076923,-38.8275862068966,12.8
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-25",-59.0714285714286,-20.4827586206897,22.6666666666667,-49.3793103448276,-64.3125,22
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-26",-57.3793103448276,-15.2068965517241,21.3636363636364,-47.2333333333333,-58.21875,21
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-27",-58.0344827586207,-14.1034482758621,22.3571428571429,-47.2758620689655,-58.125,21.3181818181818
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-28",-56.8620689655172,-9.51724137931035,30.4285714285714,-46.8,-57.84375,21.1363636363636
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-29",-59.1034482758621,-8.6551724137931,43.5714285714286,-42.6,-56.625,19.9047619047619
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-30",-65.7586206896552,-9.58620689655172,37.1111111111111,-37.3214285714286,-33,11.3333333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-05-31",-59.4137931034483,-13.0344827586207,53.9375,-26.8846153846154,-25.8275862068966,8.14285714285714
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-01",-51.7241379310345,-9.72413793103448,54.1,-38.5714285714286,-55.4375,18.0434782608696
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-02",-54.9310344827586,-15,9.64285714285714,-45.6666666666667,-56.40625,20.2173913043478
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-03",-55.9310344827586,-14.3103448275862,7.26666666666667,-46.3793103448276,-55.75,20.7391304347826
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-04",-57.448275862069,-14.8620689655172,-0.5,-48.741935483871,-56.21875,21.2173913043478
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-05",-59.6551724137931,-16.1724137931034,-10.8947368421053,-54.8709677419355,-55.03125,21.7142857142857
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-06",-63.9310344827586,-14.4137931034483,19.7777777777778,-48.5172413793103,-33.3103448275862,13.2727272727273
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-07",-58.6206896551724,-18.2068965517241,27.4444444444444,-39.4230769230769,-27.4827586206897,9.83333333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-08",-50.8620689655172,-14.2413793103448,33.0909090909091,-45.8928571428571,-53.28125,18.2173913043478
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-09",-53.3103448275862,-14.7586206896552,20.5833333333333,-49.9333333333333,-54.25,19.3478260869565
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-10",-57.2857142857143,-17.8620689655172,-18.5714285714286,-56.6551724137931,-55.21875,21.2608695652174
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-11",-52,-12.6896551724138,29,-46.9,-53.40625,19.6086956521739
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-12",-55.6896551724138,-15.1034482758621,11.6875,-49.1612903225806,-52.625,20.4347826086957
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-13",-63.3793103448276,-16.2068965517241,-6.68181818181818,-51.3928571428571,-31.8620689655172,14
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-14",-55.2068965517241,-18.1379310344828,32.7142857142857,-38.16,-22.2413793103448,9.42857142857143
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-15",-48.6206896551724,-14.6551724137931,20.1538461538462,-45.75,-52.40625,18.0434782608696
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-16",-48.7586206896552,-11.448275862069,35.1,-43.9,-52.46875,18.3913043478261
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-17",-50.4827586206897,-11.2413793103448,41.75,-45.1428571428571,-52.09375,18.7083333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-18",-49.1379310344828,-9.27586206896552,51.0769230769231,-42.5333333333333,-52.15625,18.25
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-19",-52.7241379310345,-10.3793103448276,17,-46.2,-51.5625,18.5217391304348
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-20",-57.3793103448276,-3.72413793103448,59.9411764705882,-35.75,-23.448275862069,9
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-21",-55.6551724137931,-15.4137931034483,-0.19047619047619,-40.3846153846154,-19.2413793103448,8.77777777777778
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-22",-50.448275862069,-16.8965517241379,6.30769230769231,-47.7931034482759,-53.9375,17.8695652173913
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-23",-50.1724137931034,-13.2068965517241,18.8333333333333,-47.4642857142857,-53.5625,18.1739130434783
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-24",-47.1724137931034,-8.10344827586207,62.5,-39.5357142857143,-50.5625,16.84
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-25",-47.3103448275862,-4.03448275862069,75,-38.3,-51,16.5833333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-26",-51.5172413793103,-10.2068965517241,19.5294117647059,-45.6333333333333,-51.25,18.1304347826087
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-27",-58.3448275862069,-11.1379310344828,3.09090909090909,-46.4642857142857,-28.2413793103448,11.4166666666667
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-28",-57.2758620689655,-20.551724137931,-20.4545454545455,-49.2222222222222,-23.7241379310345,10.2857142857143
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-29",-42.1034482758621,-15,3.64285714285714,-45.1071428571429,-51.6875,17.1739130434783
NA,NA,"Scotland",NA,NA,NA,NA,"2020-06-30",-35.7241379310345,-6.86206896551724,36.1,-39.8214285714286,-50.40625,16.44
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-01",-41.3103448275862,-11,16.9285714285714,-43.8928571428571,-50.90625,17.3333333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-02",-37.9655172413793,-7.72413793103448,52.1666666666667,-37.2068965517241,-50.5,16.0833333333333
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-03",-49,-14.1034482758621,-8.45,-48.8,-51.5625,18.4347826086957
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-04",-49.2413793103448,-8.27586206896552,39.7222222222222,-39.0714285714286,-24.7586206896552,9.66666666666667
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-05",-47,-18.3793103448276,16.5714285714286,-40.3076923076923,-22.0344827586207,8.14285714285714
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-06",-29.8275862068966,-8.93103448275862,85,-29.5,-50.71875,13.9166666666667
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-07",-34.3103448275862,-8.20689655172414,54.3636363636364,-35.5,-51.5625,15.25
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-08",-36.2758620689655,-9.93103448275862,61.0833333333333,-35.1785714285714,-49.875,15.4
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-09",-35.1724137931034,-7.31034482758621,55.3076923076923,-34.3571428571429,-49.75,15.48
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-10",-40.551724137931,-9.93103448275862,56.2142857142857,-33.5357142857143,-48.53125,14.52
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-11",-45.7931034482759,-7.51724137931035,74.7857142857143,-24.3214285714286,-20.1034482758621,6.5
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-12",-36.6896551724138,-12.448275862069,90.0909090909091,-15.5,-14.551724137931,4.3
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-13",-29.7931034482759,-8.79310344827586,66.2,-31.3214285714286,-50.5,13.96
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-14",-30.6896551724138,-8.17241379310345,78.9090909090909,-31.2142857142857,-49.78125,14.2
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-15",-25.4827586206897,-7.86206896551724,63.6666666666667,-32.8214285714286,-47.90625,13.7307692307692
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-16",-25.3448275862069,-7.03448275862069,87.0909090909091,-30.5666666666667,-47.90625,13.5555555555556
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-17",-29.9655172413793,-7.44827586206897,69.7857142857143,-30,-47.21875,12.84
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-18",-33.7586206896552,-5.10344827586207,95.75,-14.7037037037037,-15.6551724137931,4.5
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-19",-24.9642857142857,-10.1034482758621,88.6666666666667,-9,-12.0344827586207,3.2
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-20",-17.1034482758621,-4.62068965517241,100.375,-23,-50.21875,12.1666666666667
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-21",-19.1034482758621,-4.93103448275862,119.375,-23.1428571428571,-48.8125,12.0740740740741
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-22",-27.7931034482759,-9.62068965517241,32.9375,-35.2857142857143,-48.21875,14.8
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-23",-23,-5.41379310344828,95.0833333333333,-28.8965517241379,-47.125,13.3571428571429
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-24",-26.4137931034483,-6.89655172413793,107.153846153846,-23.0714285714286,-45.34375,11.3076923076923
NA,NA,"Scotland",NA,NA,NA,NA,"2020-07-25",-31.7241379310345,-5.3448275862069,63.7058823529412,-17.0357142857143,-15.6206896551724,5.5
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-15",-3,-4,-32,-4,-1,2
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-16",6,0,-13,4,2,-1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-17",11,0,24,2,-10,1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-18",5,0,26,1,-6,1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-19",2,-2,9,4,-6,2
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-20",-1,3,-1,-1,1,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-21",0,-1,-10,-3,-1,1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-22",0,1,0,3,3,1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-23",3,0,4,18,4,-1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-24",-4,-7,-33,1,0,2
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-25",0,6,12,6,2,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-26",2,0,-8,6,1,1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-27",1,2,-1,5,3,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-28",3,0,-18,7,1,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-02-29",7,4,2,9,3,-1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-01",7,3,-15,16,2,-1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-02",5,3,17,8,2,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-03",1,4,14,4,1,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-04",5,6,10,1,1,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-05",-1,5,20,2,2,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-06",0,2,4,2,1,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-07",-2,2,-15,3,1,0
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-08",1,5,21,10,0,-1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-09",3,2,-2,1,0,1
"GB","United Kingdom","Aberdeen City","","","GB-ABE",NA,"2020-03-10",3,5,14,3,1,0
